Prior mean:
( 0.0 , 0.0 )
( 0.220883534137 , 0.600456688164 )
( 0.224899598394 , 0.592165234871 )
( 0.228915662651 , 0.5838968429 )
( 0.232931726908 , 0.575654192437 )
( 0.236947791165 , 0.567439964795 )
( 0.240963855422 , 0.55925684269 )
( 0.244979919679 , 0.551107510518 )
( 0.248995983936 , 0.542994654636 )
( 0.253012048193 , 0.534920963641 )
( 0.25702811245 , 0.52688912865 )
( 0.261044176707 , 0.518901843577 )
( 0.265060240964 , 0.510961805412 )
( 0.269076305221 , 0.503071714505 )
( 0.273092369478 , 0.495234274842 )
( 0.277108433735 , 0.487452194327 )
( 0.281124497992 , 0.479728185061 )
( 0.285140562249 , 0.472064963624 )
( 0.289156626506 , 0.464465251355 )
( 0.293172690763 , 0.456931774635 )
( 0.29718875502 , 0.449467265166 )
( 0.301204819277 , 0.442074460255 )
( 0.305220883534 , 0.434756103096 )
( 0.309236947791 , 0.427514943051 )
( 0.313253012048 , 0.420353422433 )
( 0.317269076305 , 0.41327174623 )
( 0.321285140562 , 0.406269148259 )
( 0.325301204819 , 0.399344864975 )
( 0.329317269076 , 0.392498139459 )
( 0.333333333333 , 0.385728221365 )
( 0.33734939759 , 0.37903436686 )
( 0.341365461847 , 0.372415838569 )
( 0.345381526104 , 0.365871905518 )
( 0.349397590361 , 0.359401843082 )
( 0.353413654618 , 0.353004932926 )
( 0.357429718876 , 0.346680462953 )
( 0.361445783133 , 0.340427727251 )
( 0.36546184739 , 0.334246026039 )
( 0.369477911647 , 0.328134665609 )
( 0.373493975904 , 0.322092958283 )
( 0.377510040161 , 0.316120222351 )
( 0.381526104418 , 0.310215782026 )
( 0.385542168675 , 0.304378967388 )
( 0.389558232932 , 0.298609114338 )
( 0.393574297189 , 0.292905564541 )
( 0.397590361446 , 0.287267665382 )
( 0.401606425703 , 0.281694769912 )
( 0.40562248996 , 0.276186236801 )
( 0.409638554217 , 0.270741430286 )
( 0.413654618474 , 0.265359720127 )
( 0.417670682731 , 0.260040481554 )
( 0.421686746988 , 0.254783095224 )
( 0.425702811245 , 0.249586947167 )
( 0.429718875502 , 0.244451428746 )
( 0.433734939759 , 0.239375936605 )
( 0.437751004016 , 0.234359872626 )
( 0.441767068273 , 0.229402643881 )
( 0.44578313253 , 0.224503662587 )
( 0.449799196787 , 0.219662346059 )
( 0.453815261044 , 0.21487811667 )
( 0.457831325301 , 0.210150401801 )
( 0.461847389558 , 0.2054786338 )
( 0.465863453815 , 0.200862249936 )
( 0.469879518072 , 0.196300692358 )
( 0.473895582329 , 0.19179340805 )
( 0.477911646586 , 0.187339848787 )
( 0.481927710843 , 0.182939471096 )
( 0.4859437751 , 0.178591736212 )
( 0.489959839357 , 0.174296110035 )
( 0.493975903614 , 0.17005206309 )
( 0.497991967871 , 0.165859070486 )
( 0.502008032129 , 0.161716611874 )
( 0.506024096386 , 0.157624171406 )
( 0.510040160643 , 0.153581237698 )
( 0.5140562249 , 0.149587303785 )
( 0.518072289157 , 0.145641867088 )
( 0.522088353414 , 0.141744429369 )
( 0.526104417671 , 0.137894496692 )
( 0.530120481928 , 0.13409157939 )
( 0.534136546185 , 0.13033519202 )
( 0.538152610442 , 0.126624853331 )
( 0.542168674699 , 0.12296008622 )
( 0.546184738956 , 0.119340417699 )
( 0.550200803213 , 0.115765378857 )
( 0.55421686747 , 0.112234504822 )
( 0.558232931727 , 0.108747334725 )
( 0.562248995984 , 0.105303411663 )
( 0.566265060241 , 0.101902282664 )
( 0.570281124498 , 0.0985434986505 )
( 0.574297188755 , 0.0952266144055 )
( 0.578313253012 , 0.0919511885346 )
( 0.582329317269 , 0.0887167834331 )
( 0.586345381526 , 0.0855229652507 )
( 0.590361445783 , 0.082369303857 )
( 0.59437751004 , 0.0792553728075 )
( 0.598393574297 , 0.0761807493098 )
( 0.602409638554 , 0.0731450141896 )
( 0.606425702811 , 0.0701477518579 )
( 0.610441767068 , 0.0671885502829 )
( 0.614457831325 , 0.0642670066698 )
( 0.618473895582 , 0.0613827382119 )
( 0.622489959839 , 0.0585353685179 )
( 0.626506024096 , 0.0557245246238 )
( 0.630522088353 , 0.0529498369631 )
( 0.63453815261 , 0.0502109393379 )
( 0.638554216867 , 0.0475074688899 )
( 0.642570281124 , 0.0448390660714 )
( 0.646586345382 , 0.0422053746173 )
( 0.650602409639 , 0.0396060415165 )
( 0.654618473896 , 0.0370407169842 )
( 0.658634538153 , 0.0345090544338 )
( 0.66265060241 , 0.0320107104498 )
( 0.666666666667 , 0.0295453447599 )
( 0.670682730924 , 0.0271126202085 )
( 0.674698795181 , 0.0247122027297 )
( 0.678714859438 , 0.0223437613202 )
( 0.682730923695 , 0.0200069680138 )
( 0.686746987952 , 0.0177014978541 )
( 0.690763052209 , 0.0154270288695 )
( 0.694779116466 , 0.0131832420468 )
( 0.698795180723 , 0.0109698213062 )
( 0.70281124498 , 0.00878645347516 )
( 0.706827309237 , 0.00663282826423 )
( 0.710843373494 , 0.00450863824143 )
( 0.714859437751 , 0.00241357880785 )
( 0.718875502008 , 0.00034734817306 )
( 0.722891566265 , -0.00169035266915 )
( 0.726907630522 , -0.00369981996491 )
( 0.730923694779 , -0.00568134722414 )
( 0.734939759036 , -0.00763522524423 )
( 0.738955823293 , -0.00956174213362 )
( 0.74297188755 , -0.011461183335 )
( 0.746987951807 , -0.0133338316485 )
( 0.751004016064 , -0.0151799672547 )
( 0.755020080321 , -0.0169998677369 )
( 0.759036144578 , -0.0187938081045 )
( 0.763052208835 , -0.0205620608144 )
( 0.767068273092 , -0.022304895794 )
( 0.771084337349 , -0.0240225804626 )
( 0.775100401606 , -0.0257153797533 )
( 0.779116465863 , -0.0273835561351 )
( 0.78313253012 , -0.0290273696336 )
( 0.787148594378 , -0.0306470778527 )
( 0.791164658635 , -0.0322429359958 )
( 0.795180722892 , -0.0338151968862 )
( 0.799196787149 , -0.0353641109884 )
( 0.803212851406 , -0.0368899264282 )
( 0.807228915663 , -0.0383928890134 )
( 0.81124497992 , -0.0398732422539 )
( 0.815261044177 , -0.0413312273815 )
( 0.819277108434 , -0.0427670833704 )
( 0.823293172691 , -0.0441810469562 )
( 0.827309236948 , -0.045573352656 )
( 0.831325301205 , -0.0469442327873 )
( 0.835341365462 , -0.0482939174879 )
( 0.839357429719 , -0.0496226347341 )
( 0.843373493976 , -0.0509306103603 )
( 0.847389558233 , -0.0522180680774 )
( 0.85140562249 , -0.0534852294916 )
( 0.855421686747 , -0.0547323141226 )
( 0.859437751004 , -0.055959539422 )
( 0.863453815261 , -0.0571671207914 )
( 0.867469879518 , -0.0583552716004 )
( 0.871485943775 , -0.0595242032045 )
( 0.875502008032 , -0.0606741249625 )
( 0.879518072289 , -0.0618052442542 )
( 0.883534136546 , -0.062917766498 )
( 0.887550200803 , -0.0640118951677 )
( 0.89156626506 , -0.0650878318098 )
( 0.895582329317 , -0.0661457760606 )
( 0.899598393574 , -0.0671859256627 )
( 0.903614457831 , -0.0682084764817 )
( 0.907630522088 , -0.0692136225231 )
( 0.911646586345 , -0.070201555948 )
( 0.915662650602 , -0.0711724670902 )
( 0.919678714859 , -0.0721265444714 )
( 0.923694779116 , -0.073063974818 )
( 0.927710843373 , -0.0739849430762 )
( 0.931726907631 , -0.0748896324283 )
( 0.935742971888 , -0.0757782243079 )
( 0.939759036145 , -0.0766508984155 )
( 0.943775100402 , -0.0775078327339 )
( 0.947791164659 , -0.0783492035429 )
( 0.951807228916 , -0.0791751854352 )
( 0.955823293173 , -0.0799859513303 )
( 0.95983935743 , -0.0807816724904 )
( 0.963855421687 , -0.0815625185339 )
( 0.967871485944 , -0.0823286574511 )
( 0.971887550201 , -0.0830802556177 )
( 0.975903614458 , -0.0838174778098 )
( 0.979919678715 , -0.0845404872175 )
( 0.983935742972 , -0.0852494454595 )
( 0.987951807229 , -0.0859445125966 )
( 0.991967871486 , -0.0866258471458 )
( 0.995983935743 , -0.0872936060939 )
( 1.0 , -0.0879479449113 )

Predictive Pos Dev:
( 0.0 , 1.05970464412 )
( 0.00401606425703 , 1.03537403736 )
( 0.00803212851406 , 1.01103121379 )
( 0.0120481927711 , 1.00572083982 )
( 0.0160642570281 , 1.01822541446 )
( 0.0200803212851 , 1.03009899383 )
( 0.0240963855422 , 1.04134213113 )
( 0.0281124497992 , 1.05195552378 )
( 0.0321285140562 , 1.06194001232 )
( 0.0361445783133 , 1.07129657929 )
( 0.0401606425703 , 1.08002634838 )
( 0.0441767068273 , 1.08813058355 )
( 0.0481927710843 , 1.09561068833 )
( 0.0522088353414 , 1.10246820521 )
( 0.0562248995984 , 1.10870481515 )
( 0.0602409638554 , 1.11432233714 )
( 0.0642570281124 , 1.11932272794 )
( 0.0682730923695 , 1.12370808186 )
( 0.0722891566265 , 1.12748063066 )
( 0.0763052208835 , 1.13064274359 )
( 0.0803212851406 , 1.13319692749 )
( 0.0843373493976 , 1.135145827 )
( 0.0883534136546 , 1.13649222487 )
( 0.0923694779116 , 1.13723904243 )
( 0.0963855421687 , 1.13738934009 )
( 0.100401606426 , 1.13694631796 )
( 0.104417670683 , 1.13591331665 )
( 0.10843373494 , 1.13429381808 )
( 0.112449799197 , 1.13209144645 )
( 0.116465863454 , 1.12930996935 )
( 0.120481927711 , 1.12595329892 )
( 0.124497991968 , 1.12202549318 )
( 0.128514056225 , 1.11753075743 )
( 0.132530120482 , 1.11247344584 )
( 0.136546184739 , 1.1068580631 )
( 0.140562248996 , 1.10068926621 )
( 0.144578313253 , 1.09397186643 )
( 0.14859437751 , 1.08671083137 )
( 0.152610441767 , 1.07891128712 )
( 0.156626506024 , 1.0705785207 )
( 0.160642570281 , 1.06171798246 )
( 0.164658634538 , 1.0523352888 )
( 0.168674698795 , 1.04243622491 )
( 0.172690763052 , 1.0320267478 )
( 0.176706827309 , 1.02111298941 )
( 0.180722891566 , 1.00970125992 )
( 0.184738955823 , 0.997798051247 )
( 0.18875502008 , 0.985410040757 )
( 0.192771084337 , 0.972544095129 )
( 0.196787148594 , 0.959207274463 )
( 0.200803212851 , 0.945406836594 )
( 0.204819277108 , 0.931150241637 )
( 0.208835341365 , 0.916445156765 )
( 0.212851405622 , 0.901299461248 )
( 0.21686746988 , 0.88572125175 )
( 0.220883534137 , 0.869718847904 )
( 0.224899598394 , 0.853300798183 )
( 0.228915662651 , 0.836475886077 )
( 0.232931726908 , 0.819253136601 )
( 0.236947791165 , 0.801641823145 )
( 0.240963855422 , 0.783651474688 )
( 0.244979919679 , 0.765291883405 )
( 0.248995983936 , 0.746573112686 )
( 0.253012048193 , 0.727505505583 )
( 0.25702811245 , 0.70809969374 )
( 0.261044176707 , 0.688366606802 )
( 0.265060240964 , 0.66831748237 )
( 0.269076305221 , 0.647963876506 )
( 0.273092369478 , 0.627317674862 )
( 0.277108433735 , 0.606391104447 )
( 0.281124497992 , 0.585196746089 )
( 0.285140562249 , 0.563747547661 )
( 0.289156626506 , 0.542056838094 )
( 0.293172690763 , 0.520138342274 )
( 0.29718875502 , 0.498006196871 )
( 0.301204819277 , 0.475674967179 )
( 0.305220883534 , 0.453159665064 )
( 0.309236947791 , 0.430475768094 )
( 0.313253012048 , 0.432916993701 )
( 0.317269076305 , 0.441127188321 )
( 0.321285140562 , 0.449162722521 )
( 0.325301204819 , 0.457010391749 )
( 0.329317269076 , 0.464657445784 )
( 0.333333333333 , 0.472091570571 )
( 0.33734939759 , 0.479300871201 )
( 0.341365461847 , 0.48627385593 )
( 0.345381526104 , 0.492999421163 )
( 0.349397590361 , 0.499466837338 )
( 0.353413654618 , 0.505665735633 )
( 0.357429718876 , 0.511586095452 )
( 0.361445783133 , 0.517218232616 )
( 0.36546184739 , 0.522552788231 )
( 0.369477911647 , 0.527580718178 )
( 0.373493975904 , 0.532293283174 )
( 0.377510040161 , 0.536682039392 )
( 0.381526104418 , 0.540738829579 )
( 0.385542168675 , 0.544455774656 )
( 0.389558232932 , 0.547825265768 )
( 0.393574297189 , 0.550839956749 )
( 0.397590361446 , 0.553492756998 )
( 0.401606425703 , 0.55577682471 )
( 0.40562248996 , 0.55768556048 )
( 0.409638554217 , 0.559212601227 )
( 0.413654618474 , 0.560351814439 )
( 0.417670682731 , 0.561097292721 )
( 0.421686746988 , 0.561443348621 )
( 0.425702811245 , 0.561384509728 )
( 0.429718875502 , 0.560915514028 )
( 0.433734939759 , 0.560031305502 )
( 0.437751004016 , 0.558727029961 )
( 0.441767068273 , 0.556998031097 )
( 0.44578313253 , 0.554839846753 )
( 0.449799196787 , 0.55224820539 )
( 0.453815261044 , 0.549219022755 )
( 0.457831325301 , 0.545748398733 )
( 0.461847389558 , 0.541832614375 )
( 0.465863453815 , 0.537468129109 )
( 0.469879518072 , 0.532651578104 )
( 0.473895582329 , 0.527379769804 )
( 0.477911646586 , 0.521649683616 )
( 0.481927710843 , 0.515458467745 )
( 0.4859437751 , 0.508803437173 )
( 0.489959839357 , 0.501682071783 )
( 0.493975903614 , 0.494092014618 )
( 0.497991967871 , 0.486031070274 )
( 0.502008032129 , 0.477497203417 )
( 0.506024096386 , 0.468488537433 )
( 0.510040160643 , 0.4590033532 )
( 0.5140562249 , 0.449040087978 )
( 0.518072289157 , 0.43859733442 )
( 0.522088353414 , 0.427673839696 )
( 0.526104417671 , 0.416268504732 )
( 0.530120481928 , 0.404380383568 )
( 0.534136546185 , 0.392008682814 )
( 0.538152610442 , 0.379152761224 )
( 0.542168674699 , 0.365812129378 )
( 0.546184738956 , 0.351986449467 )
( 0.550200803213 , 0.337675535185 )
( 0.55421686747 , 0.322879351728 )
( 0.558232931727 , 0.3075980159 )
( 0.562248995984 , 0.291831796314 )
( 0.566265060241 , 0.275581113712 )
( 0.570281124498 , 0.258846541374 )
( 0.574297188755 , 0.241628805642 )
( 0.578313253012 , 0.223928786544 )
( 0.582329317269 , 0.205747518525 )
( 0.586345381526 , 0.187086191281 )
( 0.590361445783 , 0.167946150703 )
( 0.59437751004 , 0.148328899923 )
( 0.598393574297 , 0.128236100476 )
( 0.602409638554 , 0.107669573564 )
( 0.606425702811 , 0.0866313014358 )
( 0.610441767068 , 0.0692513533965 )
( 0.614457831325 , 0.085148808728 )
( 0.618473895582 , 0.101198019583 )
( 0.622489959839 , 0.117391865014 )
( 0.626506024096 , 0.133723462731 )
( 0.630522088353 , 0.150186158754 )
( 0.63453815261 , 0.16677351769 )
( 0.638554216867 , 0.183479313575 )
( 0.642570281124 , 0.200297521252 )
( 0.646586345382 , 0.217222308225 )
( 0.650602409639 , 0.234248026975 )
( 0.654618473896 , 0.25136920769 )
( 0.658634538153 , 0.268580551388 )
( 0.66265060241 , 0.285876923405 )
( 0.666666666667 , 0.303253347215 )
( 0.670682730924 , 0.320704998573 )
( 0.674698795181 , 0.338227199951 )
( 0.678714859438 , 0.355815415248 )
( 0.682730923695 , 0.373465244759 )
( 0.686746987952 , 0.391172420384 )
( 0.690763052209 , 0.408932801068 )
( 0.694779116466 , 0.426742368454 )
( 0.698795180723 , 0.444597222724 )
( 0.70281124498 , 0.462493578647 )
( 0.706827309237 , 0.480427761787 )
( 0.710843373494 , 0.49839620489 )
( 0.714859437751 , 0.516395444417 )
( 0.718875502008 , 0.534422117234 )
( 0.722891566265 , 0.552472957441 )
( 0.726907630522 , 0.570544793325 )
( 0.730923694779 , 0.588634544449 )
( 0.734939759036 , 0.606739218852 )
( 0.738955823293 , 0.624855910366 )
( 0.74297188755 , 0.642981796031 )
( 0.746987951807 , 0.661114133625 )
( 0.751004016064 , 0.679250259272 )
( 0.755020080321 , 0.697387585159 )
( 0.759036144578 , 0.71552359732 )
( 0.763052208835 , 0.733655853523 )
( 0.767068273092 , 0.751781981217 )
( 0.771084337349 , 0.769899675562 )
( 0.775100401606 , 0.788006697531 )
( 0.779116465863 , 0.806100872076 )
( 0.78313253012 , 0.824180086358 )
( 0.787148594378 , 0.84224228804 )
( 0.791164658635 , 0.860285483643 )
( 0.795180722892 , 0.878307736947 )
( 0.799196787149 , 0.896307167457 )
( 0.803212851406 , 0.914281948914 )
( 0.807228915663 , 0.932230307857 )
( 0.81124497992 , 0.95015052223 )
( 0.815261044177 , 0.968040920037 )
( 0.819277108434 , 0.985899878036 )
( 0.823293172691 , 1.00372582048 )
( 0.827309236948 , 1.0215172179 )
( 0.831325301205 , 1.03927258589 )
( 0.835341365462 , 1.05699048401 )
( 0.839357429719 , 1.07466951463 )
( 0.843373493976 , 1.09230832186 )
( 0.847389558233 , 1.10990559052 )
( 0.85140562249 , 1.12746004511 )
( 0.855421686747 , 1.14497044882 )
( 0.859437751004 , 1.16243560258 )
( 0.863453815261 , 1.17985434411 )
( 0.867469879518 , 1.19722554708 )
( 0.871485943775 , 1.21454812014 )
( 0.875502008032 , 1.23182100615 )
( 0.879518072289 , 1.24904318129 )
( 0.883534136546 , 1.26621365429 )
( 0.887550200803 , 1.28333146565 )
( 0.89156626506 , 1.30039568684 )
( 0.895582329317 , 1.31740541961 )
( 0.899598393574 , 1.33435979521 )
( 0.903614457831 , 1.35125797376 )
( 0.907630522088 , 1.3680991435 )
( 0.911646586345 , 1.38488252015 )
( 0.915662650602 , 1.40160734627 )
( 0.919678714859 , 1.41827289062 )
( 0.923694779116 , 1.43487844756 )
( 0.927710843373 , 1.45142333641 )
( 0.931726907631 , 1.46790690093 )
( 0.935742971888 , 1.48432850868 )
( 0.939759036145 , 1.50068755052 )
( 0.943775100402 , 1.51698344004 )
( 0.947791164659 , 1.53321561307 )
( 0.951807228916 , 1.5493835271 )
( 0.955823293173 , 1.56548666084 )
( 0.95983935743 , 1.58152451369 )
( 0.963855421687 , 1.59749660531 )
( 0.967871485944 , 1.61340247509 )
( 0.971887550201 , 1.62924168175 )
( 0.975903614458 , 1.64501380286 )
( 0.979919678715 , 1.66071843444 )
( 0.983935742972 , 1.6763551905 )
( 0.987951807229 , 1.69192370265 )
( 0.991967871486 , 1.70742361971 )
( 0.995983935743 , 1.72285460727 )
( 1.0 , 1.73821634736 )

Predictive Neg Dev:
( 0.0 , 0.965627424886 )
( 0.00401606425703 , 0.979247219017 )
( 0.00803212851406 , 0.992631018266 )
( 0.0120481927711 , 0.986731413053 )
( 0.0160642570281 , 0.962767525885 )
( 0.0200803212851 , 0.939191173894 )
( 0.0240963855422 , 0.916007826417 )
( 0.0281124497992 , 0.893222780966 )
( 0.0321285140562 , 0.870841164992 )
( 0.0361445783133 , 0.848867937529 )
( 0.0401606425703 , 0.827307890728 )
( 0.0441767068273 , 0.806165651283 )
( 0.0481927710843 , 0.785445681748 )
( 0.0522088353414 , 0.765152281749 )
( 0.0562248995984 , 0.745289589081 )
( 0.0602409638554 , 0.725861580713 )
( 0.0642570281124 , 0.706872073673 )
( 0.0682730923695 , 0.68832472584 )
( 0.0722891566265 , 0.670223036622 )
( 0.0763052208835 , 0.652570347536 )
( 0.0803212851406 , 0.635369842681 )
( 0.0843373493976 , 0.618624549102 )
( 0.0883534136546 , 0.602337337056 )
( 0.0923694779116 , 0.586510920161 )
( 0.0963855421687 , 0.571147855453 )
( 0.100401606426 , 0.556250543319 )
( 0.104417670683 , 0.541821227332 )
( 0.10843373494 , 0.527861993973 )
( 0.112449799197 , 0.514374772236 )
( 0.116465863454 , 0.501361333128 )
( 0.120481927711 , 0.488823289045 )
( 0.124497991968 , 0.476762093038 )
( 0.128514056225 , 0.465179037952 )
( 0.132530120482 , 0.454075255449 )
( 0.136546184739 , 0.443451714901 )
( 0.140562248996 , 0.433309222155 )
( 0.144578313253 , 0.42364841817 )
( 0.14859437751 , 0.414469777514 )
( 0.152610441767 , 0.405773606724 )
( 0.156626506024 , 0.397560042523 )
( 0.160642570281 , 0.38982904989 )
( 0.164658634538 , 0.382580419971 )
( 0.168674698795 , 0.375813767839 )
( 0.172690763052 , 0.369528530084 )
( 0.176706827309 , 0.363723962242 )
( 0.180722891566 , 0.358399136032 )
( 0.184738955823 , 0.353552936426 )
( 0.18875502008 , 0.349184058512 )
( 0.192771084337 , 0.34529100417 )
( 0.196787148594 , 0.34187207853 )
( 0.200803212851 , 0.33892538622 )
( 0.204819277108 , 0.336448827374 )
( 0.208835341365 , 0.334440093412 )
( 0.212851405622 , 0.332896662561 )
( 0.21686746988 , 0.331815795117 )
( 0.220883534137 , 0.331194528423 )
( 0.224899598394 , 0.33102967156 )
( 0.228915662651 , 0.331317799722 )
( 0.232931726908 , 0.332055248272 )
( 0.236947791165 , 0.333238106445 )
( 0.240963855422 , 0.334862210692 )
( 0.244979919679 , 0.33692313763 )
( 0.248995983936 , 0.339416196586 )
( 0.253012048193 , 0.3423364217 )
( 0.25702811245 , 0.345678563561 )
( 0.261044176707 , 0.349437080351 )
( 0.265060240964 , 0.353606128454 )
( 0.269076305221 , 0.358179552504 )
( 0.273092369478 , 0.363150874822 )
( 0.277108433735 , 0.368513284207 )
( 0.281124497992 , 0.374259624032 )
( 0.285140562249 , 0.380382379587 )
( 0.289156626506 , 0.386873664617 )
( 0.293172690763 , 0.393725206997 )
( 0.29718875502 , 0.400928333462 )
( 0.301204819277 , 0.408473953332 )
( 0.305220883534 , 0.416352541127 )
( 0.309236947791 , 0.424554118008 )
( 0.313253012048 , 0.407789851165 )
( 0.317269076305 , 0.385416304139 )
( 0.321285140562 , 0.363375573998 )
( 0.325301204819 , 0.3416793382 )
( 0.329317269076 , 0.320338833134 )
( 0.333333333333 , 0.29936487216 )
( 0.33734939759 , 0.278767862519 )
( 0.341365461847 , 0.258557821208 )
( 0.345381526104 , 0.238744389874 )
( 0.349397590361 , 0.219336848826 )
( 0.353413654618 , 0.200344130218 )
( 0.357429718876 , 0.181774830454 )
( 0.361445783133 , 0.163637221887 )
( 0.36546184739 , 0.145939263846 )
( 0.369477911647 , 0.128688613041 )
( 0.373493975904 , 0.111892633392 )
( 0.377510040161 , 0.0955584053099 )
( 0.381526104418 , 0.0796927344723 )
( 0.385542168675 , 0.0643021601201 )
( 0.389558232932 , 0.049392962908 )
( 0.393574297189 , 0.0349711723329 )
( 0.397590361446 , 0.0210425737665 )
( 0.401606425703 , 0.00761271511426 )
( 0.40562248996 , -0.00531308687871 )
( 0.409638554217 , -0.0177297406548 )
( 0.413654618474 , -0.0296323741853 )
( 0.417670682731 , -0.0410163296127 )
( 0.421686746988 , -0.0518771581739 )
( 0.425702811245 , -0.0622106153941 )
( 0.429718875502 , -0.0720126565358 )
( 0.433734939759 , -0.0812794322914 )
( 0.437751004016 , -0.0900072847081 )
( 0.441767068273 , -0.0981927433348 )
( 0.44578313253 , -0.10583252158 )
( 0.449799196787 , -0.112923513272 )
( 0.453815261044 , -0.119462789415 )
( 0.457831325301 , -0.12544759513 )
( 0.461847389558 , -0.130875346775 )
( 0.465863453815 , -0.135743629236 )
( 0.469879518072 , -0.140050193387 )
( 0.473895582329 , -0.143792953705 )
( 0.477911646586 , -0.146969986043 )
( 0.481927710843 , -0.149579525553 )
( 0.4859437751 , -0.151619964749 )
( 0.489959839357 , -0.153089851712 )
( 0.493975903614 , -0.153987888438 )
( 0.497991967871 , -0.154312929302 )
( 0.502008032129 , -0.154063979669 )
( 0.506024096386 , -0.153240194621 )
( 0.510040160643 , -0.151840877805 )
( 0.5140562249 , -0.149865480408 )
( 0.518072289157 , -0.147313600243 )
( 0.522088353414 , -0.144184980958 )
( 0.526104417671 , -0.140479511348 )
( 0.530120481928 , -0.136197224789 )
( 0.534136546185 , -0.131338298773 )
( 0.538152610442 , -0.125903054562 )
( 0.542168674699 , -0.119891956939 )
( 0.546184738956 , -0.113305614069 )
( 0.550200803213 , -0.10614477747 )
( 0.55421686747 , -0.0984103420834 )
( 0.558232931727 , -0.0901033464496 )
( 0.562248995984 , -0.0812249729887 )
( 0.566265060241 , -0.0717765483847 )
( 0.570281124498 , -0.0617595440726 )
( 0.574297188755 , -0.0511755768306 )
( 0.578313253012 , -0.0400264094745 )
( 0.582329317269 , -0.0283139516585 )
( 0.586345381526 , -0.0160402607795 )
( 0.590361445783 , -0.00320754298855 )
( 0.59437751004 , 0.0101818456921 )
( 0.598393574297 , 0.0241253981433 )
( 0.602409638554 , 0.038620454815 )
( 0.606425702811 , 0.0536642022799 )
( 0.610441767068 , 0.0651257471692 )
( 0.614457831325 , 0.0433852046117 )
( 0.618473895582 , 0.0215674568413 )
( 0.622489959839 , -0.000321127977935 )
( 0.626506024096 , -0.0222744134834 )
( 0.630522088353 , -0.0442864848282 )
( 0.63453815261 , -0.066351639014 )
( 0.638554216867 , -0.0884643757956 )
( 0.642570281124 , -0.110619389109 )
( 0.646586345382 , -0.13281155899 )
( 0.650602409639 , -0.155035943942 )
( 0.654618473896 , -0.177287773721 )
( 0.658634538153 , -0.199562442521 )
( 0.66265060241 , -0.221855502505 )
( 0.666666666667 , -0.244162657695 )
( 0.670682730924 , -0.266479758156 )
( 0.674698795181 , -0.288802794492 )
( 0.678714859438 , -0.311127892608 )
( 0.682730923695 , -0.333451308731 )
( 0.686746987952 , -0.355769424675 )
( 0.690763052209 , -0.378078743329 )
( 0.694779116466 , -0.40037588436 )
( 0.698795180723 , -0.422657580112 )
( 0.70281124498 , -0.444920671696 )
( 0.706827309237 , -0.467162105259 )
( 0.710843373494 , -0.489378928407 )
( 0.714859437751 , -0.511568286801 )
( 0.718875502008 , -0.533727420888 )
( 0.722891566265 , -0.555853662779 )
( 0.726907630522 , -0.577944433255 )
( 0.730923694779 , -0.599997238897 )
( 0.734939759036 , -0.622009669341 )
( 0.738955823293 , -0.643979394633 )
( 0.74297188755 , -0.665904162701 )
( 0.746987951807 , -0.687781796922 )
( 0.751004016064 , -0.709610193782 )
( 0.755020080321 , -0.731387320632 )
( 0.759036144578 , -0.753111213529 )
( 0.763052208835 , -0.774779975152 )
( 0.767068273092 , -0.796391772805 )
( 0.771084337349 , -0.817944836487 )
( 0.775100401606 , -0.839437457038 )
( 0.779116465863 , -0.860867984346 )
( 0.78313253012 , -0.882234825625 )
( 0.787148594378 , -0.903536443745 )
( 0.791164658635 , -0.924771355634 )
( 0.795180722892 , -0.945938130719 )
( 0.799196787149 , -0.967035389434 )
( 0.803212851406 , -0.988061801771 )
( 0.807228915663 , -1.00901608588 )
( 0.81124497992 , -1.02989700674 )
( 0.815261044177 , -1.0507033748 )
( 0.819277108434 , -1.07143404478 )
( 0.823293172691 , -1.09208791439 )
( 0.827309236948 , -1.11266392321 )
( 0.831325301205 , -1.13316105146 )
( 0.835341365462 , -1.15357831899 )
( 0.839357429719 , -1.1739147841 )
( 0.843373493976 , -1.19416954258 )
( 0.847389558233 , -1.21434172668 )
( 0.85140562249 , -1.2344305041 )
( 0.855421686747 , -1.25443507707 )
( 0.859437751004 , -1.27435468142 )
( 0.863453815261 , -1.2941885857 )
( 0.867469879518 , -1.31393609028 )
( 0.871485943775 , -1.33359652655 )
( 0.875502008032 , -1.35316925607 )
( 0.879518072289 , -1.37265366979 )
( 0.883534136546 , -1.39204918729 )
( 0.887550200803 , -1.41135525598 )
( 0.89156626506 , -1.43057135046 )
( 0.895582329317 , -1.44969697173 )
( 0.899598393574 , -1.46873164654 )
( 0.903614457831 , -1.48767492673 )
( 0.907630522088 , -1.50652638855 )
( 0.911646586345 , -1.52528563204 )
( 0.915662650602 , -1.54395228045 )
( 0.919678714859 , -1.56252597957 )
( 0.923694779116 , -1.5810063972 )
( 0.927710843373 , -1.59939322257 )
( 0.931726907631 , -1.61768616578 )
( 0.935742971888 , -1.63588495729 )
( 0.939759036145 , -1.65398934735 )
( 0.943775100402 , -1.67199910551 )
( 0.947791164659 , -1.68991402015 )
( 0.951807228916 , -1.70773389797 )
( 0.955823293173 , -1.7254585635 )
( 0.95983935743 , -1.74308785867 )
( 0.963855421687 , -1.76062164238 )
( 0.967871485944 , -1.77805978999 )
( 0.971887550201 , -1.79540219298 )
( 0.975903614458 , -1.81264875848 )
